g_Escherichia-Shigella;g_Akkermansia;f_[Eubacterium] coprostanoligenes group;g_Gemmiger;g_UCG-002;g_Agathobacter;g_Faecalibacterium;o_Clostridia UCG-014;g_Blautia;g_Alistipes;g_Dialister;g_Bacteroides;g_CAG-352;g_Streptococcus;g_Romboutsia;g_Parabacteroides;g_Dorea;g_Catenibacterium;g_Bifidobacterium;g_Collinsella;g_Erysipelotrichaceae UCG-003;f_Ruminococcaceae;g_Anaerobutyricum;g_Lachnospiraceae NK4A136 group;g_Fusicatenibacter;g_Anaerostipes;g_Christensenellaceae R-7 group;g_Monoglobus;g_Coprococcus;g_Clostridium;g_Ruminococcus;g_Mediterraneibacter;g_Intestinibacter;g_Segatella;g_Holdemanella;g_Roseburia;g_Phascolarctobacterium;g_[Eubacterium] ruminantium group;g_Enterococcus;g_[Eubacterium] eligens group;g_NK4A214 group;g_UCG-005;f_Eggerthellaceae;g_[Eubacterium] siraeum group;g_[Ruminococcus] gnavus group;g_Odoribacter;g_Slackia;g_Lachnospira;f_Lachnospiraceae;g_[Ruminococcus] gauvreauii group;g_UCG-003;f_Christensenellaceae;f_Prevotellaceae;g_Enterobacter;g_Ligilactobacillus;g_Weissella;g_[Eubacterium] xylanophilum group;g_Fusobacterium;g_Ruthenibacterium;f_Erysipelotrichaceae;g_Haemophilus;g_Klebsiella;g_Paraprevotella;g_Solobacterium;f_Muribaculaceae;g_Terrisporobacter;g_Enterocloster;g_Acutalibacter;g_Lachnospiraceae UCG-010;g_Lactococcus;g_Limosilactobacillus;g_Desulfovibrio;g_Barnesiella;g_Family XIII AD3011 group;g_Adlercreutzia;g_[Eubacterium] ventriosum group;g_Senegalimassilia;g_CAG-56;g_Veillonella;g_Agathobaculum;g_Lactobacillus;o_RF39;g_Lachnospiraceae ND3007 group;g_Intestinimonas;g_Howardella;g_CAG-873;o_Chloroplast;g_Rikenellaceae RC9 gut group;o_Bacteroidales;g_Tyzzerella;g_Prevotella;g_Lachnospiraceae NK3A20 group;g_Raoultella;g_Catenisphaera;g_Candidatus Saccharimonas;g_Turicibacter;f_Gastranaerophilaceae;g_Megasphaera;g_Bilophila;g_Prevotellaceae UCG-003;g_Megamonas;f_Enterobacteriaceae;g_Sutterella;g_Negativibacillus;f_Tannerellaceae;g_Oscillibacter;g_Faecalimonas;g_Prevotellaceae NK3B31 group;g_HT002;f_Veillonellaceae;g_Zag_111;f_Oscillospiraceae;g_CAG-196;f_Coriobacteriales Incertae Sedis;g_Succinivibrio;g_Parasutterella;f_UCG-010;g_Latilactobacillus;g_Massiliprevotella;g_Thomasclavelia;f_Anaerovoracaceae;o_Rhodospirillales;g_Rothia;g_TM7x;g_Eisenbergiella;o_Izemoplasmatales;o_Lactobacillales;g_Peptococcus;g_Lachnospiraceae UCG-004;g_Pseudomonas;g_Colidextribacter;g_Gemella;g_Butyricimonas;g_Mogibacterium;g_Marvinbryantia;g_Lachnospiraceae UCG-003;g_Erysipelotrichaceae UCG-006;f_Lactobacillaceae;g_Olsenella;g_Coprobacillus;g_Coprobacter;g_Eggerthella;f_Sphingomonadaceae;g_Leyella;g_Mitsuokella;g_Tractidigestivibacter;f_Mitochondria;g_DTU089;g_[Bacteroides] pectinophilus group;g_Lancefieldella;g_Lachnospiraceae FCS020 group;o_Clostridia vadinBB60 group;g_Novosphingobium;g_Flavonifractor;g_Holdemania;g_UCG-009;g_Lacticaseibacillus;g_Family XIII UCG-001;f_Peptococcaceae;g_Anaeroplasma;g_Coriobacteriaceae UCG-003;g_Acidaminococcus;f_p-2534-18B5 gut group;c_Bacteroidia;g_Fenollaria;g_Citrobacter;g_Hungatella;g_Defluviitaleaceae UCG-011;g_[Clostridium] innocuum group;g_Oribacterium;g_Helicobacter;g_Succiniclasticum;c_Clostridia;g_Fournierella;g_Pyramidobacter;g_Lactiplantibacillus;g_Allobaculum;g_Leuconostoc;o_Oscillospirales;g_GCA-900066575;g_Parolsenella;f_Barnesiellaceae;g_Schaalia;g_UC5-1-2E3;g_Extibacter;g_[Eubacterium] brachy group;g_Pseudoprevotella;g_Asaccharobacter;g_Pediococcus;g_Hydrogenoanaerobacterium;g_Hydrotalea;g_Sellimonas;g_Victivallis;g_Chlamydia;g_Oxalobacter;g_Allisonella;g_Gordonibacter;o_DTU014;g_Pygmaiobacter;o_Coriobacteriales;g_Paeniclostridium;f_Fusobacteriaceae;g_Porphyromonas;g_Cutibacterium;o_Burkholderiales;g_Epulopiscium;f_Desulfovibrionaceae;g_Aminicella;g_Staphylococcus;g_Lachnoclostridium;g_Oscillospira;g_Prevotellaceae UCG-001;g_Salmonella;f_vadinBE97;f_Saccharimonadaceae;g_Sphingomonas;g_Elusimicrobium;g_UCG-004;o_Saccharimonadales;f_Selenomonadaceae;g_Christensenella;g_Erysipelotrichaceae UCG-009;g_Abiotrophia;g_Lachnospiraceae NK4B4 group;g_Sarcina;g_Corynebacterium;g_Anaerovibrio;g_Cloacibacillus;g_Methylobacterium;g_Scardovia;g_Treponema;g_Quinella;g_UCG-008;g_Faecalicatena;g_Xylanibacter;f_Bacteroidales RF16 group;g_Parvimonas;g_Frisingicoccus;g_Asteroleplasma;g_Alloscardovia;g_Massiliomicrobiota;g_Hoylesella;g_Ezakiella;g_Shuttleworthia;f_Butyricicoccaceae;g_Candidatus Soleaferrea;g_Butyribacter;g_Brucella;g_U29-B03;f_Atopobiaceae;g_Stenotrophomonas;f_Puniceicoccaceae;p_Bacillota;o_Enterobacterales;g_Cellulosilyticum;g_Anaerotruncus;g_Cardiobacterium;g_Campylobacter;g_Faecalitalea;g_Peptostreptococcus;g_Phocea;g_Ruminiclostridium;g_Gabonibacter;g_Peptoniphilus;c_Alphaproteobacteria;g_Actinomyces;g_Prevotellaceae UCG-004;f_Pasteurellaceae;g_Granulicatella;f_Rikenellaceae;g_Denitrobacterium;g_UCG-007;g_Eubacterium;g_Propionibacterium;g_Lysinibacillus;g_Enteroscipio;g_Hafnia-Obesumbacterium;g_Anaerofilum;g_Faecalicoccus;g_Acetanaerobacterium;g_Mucispirillum;g_Dielma;g_p-1088-a5 gut group;g_Fannyhessea;g_Syntrophococcus;g_Sphingobium;g_Proteus;f_Spirochaetaceae;f_Yersiniaceae;g_CHKCI002;g_dgA-11 gut group;g_Desulfitibacter;f_Micrococcaceae;g_Turicimonas;g_S5-A14a;g_Comamonas;g_Companilactobacillus;f_Victivallaceae;k_Bacteria;g_[Clostridium] methylpentosum group;f_Peptostreptococcaceae;g_Mailhella;g_Fibrobacter;g_Anaerofustis;g_Levilactobacillus;g_Harryflintia;g_Anaeroglobus;o_Peptostreptococcales-Tissierellales;g_Pseudoramibacter;f_Erysipelatoclostridiaceae;g_Negativicoccus;g_Lautropia;g_Cellulosimicrobium;g_GCA-900066755;o_Rickettsiales;g_Pseudoflavonifractor;g_Arcobacter;g_Berryella;g_Atopobium;g_Anaerobiospirillum;g_V9D2013 group;o_Veillonellales-Selenomonadales;g_Cryptobacterium;g_Longibaculum;g_Aeromonas;g_Finegoldia;g_Fructilactobacillus;g_Caproiciproducens;f_Staphylococcaceae;g_Aerococcus;c_Actinobacteria;g_Cetobacterium;c_Bacilli;g_Paludicola;f_Bifidobacteriaceae;g_Criibacterium;g_Phocaeicola;g_Raoultibacter;g_Faecalibaculum;g_Rodentibacter;g_Liquorilactobacillus;NA;c_Gammaproteobacteria;f_Syntrophomonadaceae;f_Sutterellaceae;g_Amedibacillus;g_Rikenella;g_Catenibacillus;g_Mammaliicoccus;g_Lachnoanaerobaculum;g_Dubosiella;f_Actinomycetaceae;g_Lawsonella;f_Microbacteriaceae;g_Enhydrobacter;g_Parascardovia;g_Eikenella;f_Acidaminococcaceae;Eukaryota;g_Acetitomaculum;g_Merdibacter;g_Papillibacter;g_Acinetobacter;g_Facklamia;f_UCG-011;g_Brachyspira;f_Neisseriaceae;g_F0332;g_Phoenicibacter;g_Desulfocucumis;g_[Eubacterium] oxidoreducens group;g_Subdoligranulum;g_Leptotrichia;g_Cloacibacterium;g_Anaerovorax;f_Enterococcaceae;g_Jeotgalicoccus;g_Lachnospiraceae NC2004 group;p_Pseudomonadota;f_Coriobacteriaceae;f_Succinivibrionaceae;o_WCHB1-41;o_Erysipelotrichales;g_Coriobacteriaceae UCG-002;g_Chryseobacterium;g_Hornefia;k_Eukaryota;g_Shouchella;g_Lawsonia;g_Legionella;g_Pseudoleptotrichia;Archaea;p_Actinomycetota;g_Neisseria;g_Fretibacterium;f_Oxalobacteraceae
476;415;463;1606;1343;215;732;5927;2400;188;100;998;372;548;97;1261;138;117;422;1521;107;110;830;469;36;82;1374;434;320;131;53;52;20;789;1018;196;36;29;0;70;76;123;207;132;0;24;167;13;455;27;13;1207;186;0;38;0;30;0;0;76;117;67;28;39;95;0;0;47;0;0;21;89;42;181;222;31;211;0;0;31;32;472;29;53;66;728;602;1776;151;0;0;15;0;45;28;15;217;0;0;17;0;0;31;0;0;0;15;6;6;0;9;0;0;73;0;0;238;0;0;0;41;0;0;0;0;0;0;2851;0;0;0;0;38;107;95;0;18;0;0;0;0;0;35;0;13;17;109;0;8;0;0;175;83;0;0;56;0;0;22;0;0;0;0;0;0;0;0;7;0;0;0;0;118;0;0;0;9;0;7;0;0;0;12;0;0;62;0;0;0;0;0;0;0;0;9;0;0;0;0;8;0;0;10;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;6;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
610;0;200;828;970;0;157;0;289;625;9712;9321;1646;118;0;1495;150;0;281;0;0;1062;99;0;11;19;16;0;0;0;0;88;0;3671;0;156;0;0;121;0;18;102;0;0;0;87;0;0;0;0;0;0;0;0;73;0;0;0;18;0;0;0;0;0;0;0;0;26;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;18;0;49;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518;22;838;1055;836;99;184;8154;375;55;213;918;27;68;209;111;183;659;961;153;19;72;314;23;207;183;7143;98;336;101;41;27;0;327;185;31;20;0;0;0;333;337;177;68;0;11;49;0;277;12;14;2271;207;0;58;7;0;0;145;3607;0;0;12;239;135;0;0;17;13;0;0;26;0;100;132;0;304;0;0;0;99;275;9;41;33;354;0;1140;28;0;0;0;0;5;213;27;12;10;0;76;0;0;0;0;0;13;0;0;33;0;0;36;0;0;0;15;635;0;242;0;71;0;0;0;0;10;2;24;0;0;9;0;0;10;0;0;0;0;0;0;0;0;21;0;240;35;0;0;0;0;0;101;0;0;0;6;0;0;42;0;0;0;41;23;4;0;0;11;14;14;43;0;53;0;0;0;14;0;22;0;22;0;23;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;7;9;0;0;0;0;0;0;0;0;0;0;0;15;20;0;0;23;0;0;0;0;0;0;0;4;0;11;0;0;0;0;0;0;0;0;0;0;12;0;0;8;13;0;0;9;0;0;0;3;0;0;0;0;0;0;19;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;11;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;8126;667;2200;5391;1504;1602;1746;189;1445;454;6746;10;54;488;835;191;0;652;327;43;1485;141;0;133;180;280;330;48;82;680;244;30;0;0;137;1525;0;0;136;926;458;0;0;0;18;0;51;744;0;159;170;0;0;0;0;0;0;101;0;0;0;251;0;0;0;29;39;0;0;0;0;225;109;203;16;246;18;0;86;14;0;13;103;27;0;0;0;0;0;0;0;0;0;0;17;0;0;33;0;0;0;0;0;0;27;0;0;0;0;0;67;0;0;0;0;319;0;0;0;26;0;0;4;0;0;0;5;0;0;111;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;18;10;0;31;49;0;0;34;0;0;7;0;0;193;0;0;0;0;206;0;0;0;0;0;71;0;0;0;18;0;0;0;0;0;0;0;8;0;0;0;37;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;0;1146;1037;3743;0;2843;285;140;747;984;2198;0;653;0;1115;89;338;643;0;0;1613;81;1676;0;17;311;90;340;0;953;127;21;3676;166;167;11;444;368;104;104;880;14;17;0;73;16;0;1419;0;143;0;1273;0;47;0;89;0;21;0;613;0;176;35;1461;0;36;59;0;61;0;338;110;12;35;42;12;0;0;0;0;4;0;79;0;0;0;0;3;0;0;0;0;31;0;0;0;321;0;0;0;0;9;0;0;20;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;14;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;22;4;0;0;0;0;0;0;7;0;0;0;0;0;0;25;0;0;0;0;12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2667;36;490;1748;603;1568;696;84;475;97;243;551;45;3439;241;100;489;5964;129;604;259;157;315;94;111;0;843;35;2390;131;142;583;153;1518;32;93;30;27;0;0;173;185;151;18;22;12;329;0;381;21;17;5;226;0;1134;0;0;40;12;0;0;56;0;17;164;0;0;10;0;133;190;15;0;66;121;6;192;0;0;5;517;20;22;0;31;0;78;286;24;0;2;0;0;104;342;35;0;16;0;100;22;0;42;0;0;0;30;4;2;0;0;33;0;0;31;8;29;0;0;0;0;2;82;23;0;0;19;8;0;0;48;16;0;54;23;0;0;94;0;0;0;0;15;74;0;9;15;0;0;23;0;61;0;0;0;0;0;0;5;0;0;0;75;16;37;0;0;0;0;12;29;0;41;0;0;0;26;19;0;0;52;0;33;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;20;21;0;0;17;0;0;0;0;0;0;40;0;0;0;10;0;0;0;0;0;0;0;0;7;0;0;0;15;11;0;0;0;7;32;0;0;0;6;0;0;0;14;0;0;0;11;0;0;0;5;0;0;0;0;0;0;17;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111;980;432;387;433;0;2704;0;297;1748;13;17573;1079;49;0;1345;25;0;5;0;0;79;0;21;0;0;409;107;0;4;91;0;8;51;0;34;178;0;0;0;175;34;0;0;793;260;0;40;130;28;26;3;10;0;0;0;0;0;7;0;0;0;1084;0;18;0;269;22;90;3;0;0;545;30;0;0;21;0;17;24;0;0;0;110;0;0;0;0;7;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;306;0;0;0;0;0;13;0;0;0;269;101;0;0;10;21;0;0;0;12;0;0;20;0;0;136;0;139;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;94;0;32;0;0;0;12;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;116;0;0;0;0;3;0;0;166;0;0;0;3;873;0;0;0;0;15;0;0;12;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
390;21;4830;1106;8924;195;1138;1676;904;123;1203;487;998;79;198;126;397;752;286;0;0;3290;174;698;63;180;2650;353;2384;37;106;550;0;51;214;111;180;21;0;265;1029;1342;36;0;0;11;48;42;572;76;118;102;15;0;0;0;65;0;27;122;4;0;0;0;28;0;31;55;101;0;0;266;43;167;64;5;72;14;0;42;0;224;13;63;59;55;0;120;0;0;0;0;0;0;0;0;0;0;19;0;0;0;3;0;0;37;15;0;0;0;0;53;0;0;0;0;197;0;0;0;54;16;0;0;0;0;16;0;0;0;0;4;0;0;0;0;41;0;0;0;0;0;0;20;0;38;0;0;80;0;23;8;0;0;0;5;0;28;265;0;0;0;0;0;0;0;0;0;0;62;0;0;81;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;59;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;8;0;0;13;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5384;4950;5670;724;3431;171;990;10823;350;150;253;941;0;34;124;182;132;48;83;129;5;558;79;199;31;66;882;1611;139;191;86;170;0;87;42;423;0;0;0;64;515;307;17;16;11;5;128;23;76;30;33;0;644;0;0;0;0;21;167;71;0;0;0;0;57;27;9;31;16;0;0;47;7;36;46;18;102;48;0;31;6;58;11;28;0;0;47;56;63;0;0;0;60;0;0;0;0;337;0;0;0;0;0;0;73;0;0;0;0;0;37;0;0;0;0;0;222;0;0;0;33;0;69;0;0;4;0;35;0;0;0;0;0;0;16;0;0;0;0;7;0;0;0;59;0;20;10;0;0;0;10;15;0;0;7;0;14;0;35;0;0;0;0;0;0;0;0;11;0;112;0;0;156;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;51;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15156;1347;1018;341;1550;29;324;9371;378;957;1051;2994;0;31;14;177;162;0;0;83;37;967;314;134;28;45;2547;38;208;14;65;76;0;31;27;118;0;0;0;0;229;469;0;85;0;0;18;0;228;15;24;319;0;0;0;0;0;0;38;591;17;0;205;25;0;0;0;12;0;0;0;0;28;30;0;0;222;0;4;0;0;385;0;95;28;0;0;0;91;0;0;57;0;0;0;0;0;0;0;0;0;0;0;6;0;19;0;0;0;0;0;7;0;0;0;0;115;0;0;0;0;0;6;2;0;0;0;23;0;0;0;0;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;8;15;0;0;17;0;0;0;0;0;0;0;0;0;0;15;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;7;11;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10663;49;337;12163;29;0;646;364;1834;241;110;1354;1315;1288;103;0;176;0;194;0;0;86;322;94;73;230;134;159;247;278;3065;159;3361;0;0;276;0;0;0;183;36;81;23;8;101;83;0;215;843;261;0;2;0;0;0;0;139;0;31;4;2;0;24;0;0;0;19;100;5;13;0;0;0;26;0;23;0;0;13;33;2;0;43;8;0;0;220;0;0;0;0;0;0;0;0;4;0;0;15;0;0;28;9;0;0;13;72;0;0;0;0;127;3;0;0;0;35;21;0;96;0;0;0;65;0;0;12;0;10;0;10;26;13;0;0;0;0;0;0;0;0;46;2;0;0;0;0;16;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;0;0;0;10;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;6;69;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
682;38;470;273;205;308;769;552;5136;78;52;1775;305;10413;1247;100;746;209;446;980;68;113;338;129;331;164;172;87;101;1637;52;216;768;264;248;0;106;129;171;53;11;45;33;82;805;0;11;28;1271;0;19;0;202;84;358;0;29;5;8;41;165;102;197;86;143;33;0;0;62;0;109;26;19;16;10;64;32;0;17;16;718;197;14;0;26;0;0;237;2;0;0;14;0;0;95;310;0;5;0;49;0;490;58;0;0;8;628;0;0;0;0;0;0;6;0;0;20;0;0;80;0;0;23;0;0;0;97;0;21;0;8;87;11;0;0;0;0;83;0;0;0;0;73;29;0;9;0;0;0;165;0;0;151;0;0;0;19;0;5;3;0;0;13;8;0;0;0;0;56;0;17;0;0;0;0;0;6;0;0;0;0;0;174;0;143;0;0;0;0;0;0;0;0;5;0;8;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;2;0;0;0;0;0;0;0;0;0;0;0;9;6;0;0;0;0;7;7;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
