g_Escherichia-Shigella;g_Akkermansia;f_[Eubacterium] coprostanoligenes group;g_Gemmiger;g_UCG-002;g_Agathobacter;g_Faecalibacterium;o_Clostridia UCG-014;g_Blautia;g_Alistipes;g_Dialister;g_Bacteroides;g_CAG-352;g_Streptococcus;g_Romboutsia;g_Parabacteroides;g_Dorea;g_Catenibacterium;g_Bifidobacterium;g_Collinsella;g_Erysipelotrichaceae UCG-003;f_Ruminococcaceae;g_Anaerobutyricum;g_Lachnospiraceae NK4A136 group;g_Fusicatenibacter;g_Anaerostipes;g_Christensenellaceae R-7 group;g_Monoglobus;g_Coprococcus;g_Clostridium;g_Ruminococcus;g_Mediterraneibacter;g_Intestinibacter;g_Segatella;g_Holdemanella;g_Roseburia;g_Phascolarctobacterium;g_[Eubacterium] ruminantium group;g_Enterococcus;g_[Eubacterium] eligens group;g_NK4A214 group;g_UCG-005;f_Eggerthellaceae;g_[Eubacterium] siraeum group;g_[Ruminococcus] gnavus group;g_Odoribacter;g_Slackia;g_Lachnospira;f_Lachnospiraceae;g_[Ruminococcus] gauvreauii group;g_UCG-003;f_Christensenellaceae;f_Prevotellaceae;g_Enterobacter;g_Ligilactobacillus;g_Weissella;g_[Eubacterium] xylanophilum group;g_Fusobacterium;g_Ruthenibacterium;f_Erysipelotrichaceae;g_Haemophilus;g_Klebsiella;g_Paraprevotella;g_Solobacterium;f_Muribaculaceae;g_Terrisporobacter;g_Enterocloster;g_Acutalibacter;g_Lachnospiraceae UCG-010;g_Lactococcus;g_Limosilactobacillus;g_Desulfovibrio;g_Barnesiella;g_Family XIII AD3011 group;g_Adlercreutzia;g_[Eubacterium] ventriosum group;g_Senegalimassilia;g_CAG-56;g_Veillonella;g_Agathobaculum;g_Lactobacillus;o_RF39;g_Lachnospiraceae ND3007 group;g_Intestinimonas;g_Howardella;g_CAG-873;o_Chloroplast;g_Rikenellaceae RC9 gut group;o_Bacteroidales;g_Tyzzerella;g_Prevotella;g_Lachnospiraceae NK3A20 group;g_Raoultella;g_Catenisphaera;g_Candidatus Saccharimonas;g_Turicibacter;f_Gastranaerophilaceae;g_Megasphaera;g_Bilophila;g_Prevotellaceae UCG-003;g_Megamonas;f_Enterobacteriaceae;g_Sutterella;g_Negativibacillus;f_Tannerellaceae;g_Oscillibacter;g_Faecalimonas;g_Prevotellaceae NK3B31 group;g_HT002;f_Veillonellaceae;g_Zag_111;f_Oscillospiraceae;g_CAG-196;f_Coriobacteriales Incertae Sedis;g_Succinivibrio;g_Parasutterella;f_UCG-010;g_Latilactobacillus;g_Massiliprevotella;g_Thomasclavelia;f_Anaerovoracaceae;o_Rhodospirillales;g_Rothia;g_TM7x;g_Eisenbergiella;o_Izemoplasmatales;o_Lactobacillales;g_Peptococcus;g_Lachnospiraceae UCG-004;g_Pseudomonas;g_Colidextribacter;g_Gemella;g_Butyricimonas;g_Mogibacterium;g_Marvinbryantia;g_Lachnospiraceae UCG-003;g_Erysipelotrichaceae UCG-006;f_Lactobacillaceae;g_Olsenella;g_Coprobacillus;g_Coprobacter;g_Eggerthella;f_Sphingomonadaceae;g_Leyella;g_Mitsuokella;g_Tractidigestivibacter;f_Mitochondria;g_DTU089;g_[Bacteroides] pectinophilus group;g_Lancefieldella;g_Lachnospiraceae FCS020 group;o_Clostridia vadinBB60 group;g_Novosphingobium;g_Flavonifractor;g_Holdemania;g_UCG-009;g_Lacticaseibacillus;g_Family XIII UCG-001;f_Peptococcaceae;g_Anaeroplasma;g_Coriobacteriaceae UCG-003;g_Acidaminococcus;f_p-2534-18B5 gut group;c_Bacteroidia;g_Fenollaria;g_Citrobacter;g_Hungatella;g_Defluviitaleaceae UCG-011;g_[Clostridium] innocuum group;g_Oribacterium;g_Helicobacter;g_Succiniclasticum;c_Clostridia;g_Fournierella;g_Pyramidobacter;g_Lactiplantibacillus;g_Allobaculum;g_Leuconostoc;o_Oscillospirales;g_GCA-900066575;g_Parolsenella;f_Barnesiellaceae;g_Schaalia;g_UC5-1-2E3;g_Extibacter;g_[Eubacterium] brachy group;g_Pseudoprevotella;g_Asaccharobacter;g_Pediococcus;g_Hydrogenoanaerobacterium;g_Hydrotalea;g_Sellimonas;g_Victivallis;g_Chlamydia;g_Oxalobacter;g_Allisonella;g_Gordonibacter;o_DTU014;g_Pygmaiobacter;o_Coriobacteriales;g_Paeniclostridium;f_Fusobacteriaceae;g_Porphyromonas;g_Cutibacterium;o_Burkholderiales;g_Epulopiscium;f_Desulfovibrionaceae;g_Aminicella;g_Staphylococcus;g_Lachnoclostridium;g_Oscillospira;g_Prevotellaceae UCG-001;g_Salmonella;f_vadinBE97;f_Saccharimonadaceae;g_Sphingomonas;g_Elusimicrobium;g_UCG-004;o_Saccharimonadales;f_Selenomonadaceae;g_Christensenella;g_Erysipelotrichaceae UCG-009;g_Abiotrophia;g_Lachnospiraceae NK4B4 group;g_Sarcina;g_Corynebacterium;g_Anaerovibrio;g_Cloacibacillus;g_Methylobacterium;g_Scardovia;g_Treponema;g_Quinella;g_UCG-008;g_Faecalicatena;g_Xylanibacter;f_Bacteroidales RF16 group;g_Parvimonas;g_Frisingicoccus;g_Asteroleplasma;g_Alloscardovia;g_Massiliomicrobiota;g_Hoylesella;g_Ezakiella;g_Shuttleworthia;f_Butyricicoccaceae;g_Candidatus Soleaferrea;g_Butyribacter;g_Brucella;g_U29-B03;f_Atopobiaceae;g_Stenotrophomonas;f_Puniceicoccaceae;p_Bacillota;o_Enterobacterales;g_Cellulosilyticum;g_Anaerotruncus;g_Cardiobacterium;g_Campylobacter;g_Faecalitalea;g_Peptostreptococcus;g_Phocea;g_Ruminiclostridium;g_Gabonibacter;g_Peptoniphilus;c_Alphaproteobacteria;g_Actinomyces;g_Prevotellaceae UCG-004;f_Pasteurellaceae;g_Granulicatella;f_Rikenellaceae;g_Denitrobacterium;g_UCG-007;g_Eubacterium;g_Propionibacterium;g_Lysinibacillus;g_Enteroscipio;g_Hafnia-Obesumbacterium;g_Anaerofilum;g_Faecalicoccus;g_Acetanaerobacterium;g_Mucispirillum;g_Dielma;g_p-1088-a5 gut group;g_Fannyhessea;g_Syntrophococcus;g_Sphingobium;g_Proteus;f_Spirochaetaceae;f_Yersiniaceae;g_CHKCI002;g_dgA-11 gut group;g_Desulfitibacter;f_Micrococcaceae;g_Turicimonas;g_S5-A14a;g_Comamonas;g_Companilactobacillus;f_Victivallaceae;k_Bacteria;g_[Clostridium] methylpentosum group;f_Peptostreptococcaceae;g_Mailhella;g_Fibrobacter;g_Anaerofustis;g_Levilactobacillus;g_Harryflintia;g_Anaeroglobus;o_Peptostreptococcales-Tissierellales;g_Pseudoramibacter;f_Erysipelatoclostridiaceae;g_Negativicoccus;g_Lautropia;g_Cellulosimicrobium;g_GCA-900066755;o_Rickettsiales;g_Pseudoflavonifractor;g_Arcobacter;g_Berryella;g_Atopobium;g_Anaerobiospirillum;g_V9D2013 group;o_Veillonellales-Selenomonadales;g_Cryptobacterium;g_Longibaculum;g_Aeromonas;g_Finegoldia;g_Fructilactobacillus;g_Caproiciproducens;f_Staphylococcaceae;g_Aerococcus;c_Actinobacteria;g_Cetobacterium;c_Bacilli;g_Paludicola;f_Bifidobacteriaceae;g_Criibacterium;g_Phocaeicola;g_Raoultibacter;g_Faecalibaculum;g_Rodentibacter;g_Liquorilactobacillus;NA;c_Gammaproteobacteria;f_Syntrophomonadaceae;f_Sutterellaceae;g_Amedibacillus;g_Rikenella;g_Catenibacillus;g_Mammaliicoccus;g_Lachnoanaerobaculum;g_Dubosiella;f_Actinomycetaceae;g_Lawsonella;f_Microbacteriaceae;g_Enhydrobacter;g_Parascardovia;g_Eikenella;f_Acidaminococcaceae;Eukaryota;g_Acetitomaculum;g_Merdibacter;g_Papillibacter;g_Acinetobacter;g_Facklamia;f_UCG-011;g_Brachyspira;f_Neisseriaceae;g_F0332;g_Phoenicibacter;g_Desulfocucumis;g_[Eubacterium] oxidoreducens group;g_Subdoligranulum;g_Leptotrichia;g_Cloacibacterium;g_Anaerovorax;f_Enterococcaceae;g_Jeotgalicoccus;g_Lachnospiraceae NC2004 group;p_Pseudomonadota;f_Coriobacteriaceae;f_Succinivibrionaceae;o_WCHB1-41;o_Erysipelotrichales;g_Coriobacteriaceae UCG-002;g_Chryseobacterium;g_Hornefia;k_Eukaryota;g_Shouchella;g_Lawsonia;g_Legionella;g_Pseudoleptotrichia;Archaea;p_Actinomycetota;g_Neisseria;g_Fretibacterium;f_Oxalobacteraceae
125;661;1780;42;277;809;114;11481;1260;1954;0;3084;91;521;80;940;285;0;81;0;287;3852;454;0;44;217;113;43;301;221;21;75;217;190;48;148;192;0;0;43;504;108;15;62;0;126;0;0;554;0;31;6;0;0;0;0;44;0;55;0;0;0;57;0;0;130;0;45;0;0;0;0;831;0;0;0;0;16;0;0;6;11;0;14;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;34;8;0;0;0;61;11;0;14;34;0;0;14;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;21;0;0;0;0;0;0;0;0;0;7;0;0;0;33;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;10;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
733;2542;2320;350;3260;1059;2036;756;567;133;29;668;148;1885;251;173;345;106;1257;724;1125;2514;700;135;520;294;587;570;1944;149;629;159;0;159;188;111;705;11;0;243;384;611;12;59;0;23;7;40;512;97;34;287;641;0;19;0;109;0;7;28;141;153;59;47;42;32;9;15;46;90;27;215;22;85;109;27;185;0;44;0;31;325;57;122;57;0;20;563;384;200;0;14;0;188;12;16;0;0;29;39;0;15;0;0;0;0;0;0;0;0;0;12;11;176;0;0;308;13;0;0;32;0;53;8;0;0;31;5;0;0;62;37;17;26;68;0;35;0;0;12;0;0;44;178;0;5;0;0;0;8;8;4;115;0;7;4;0;23;79;0;0;0;0;6;0;0;0;0;0;0;7;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;7;0;0;5;15;29;0;0;0;19;0;0;0;0;0;0;7;0;0;0;16;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3815;10867;1400;497;855;395;305;11688;615;0;148;69;0;58;479;137;180;239;0;239;28;294;151;149;35;28;1652;535;113;703;37;66;43;354;442;34;2;0;0;0;1645;197;92;144;0;0;383;0;495;0;0;74;38;26;4;0;0;0;0;330;7;66;0;0;0;26;0;404;0;6;0;0;0;20;290;0;125;0;0;8;0;26;0;26;189;0;0;12;0;0;0;0;0;0;0;601;0;0;5;0;0;51;0;8;0;0;0;0;0;0;0;0;0;6;18;0;62;0;7;0;18;0;0;0;0;0;0;0;0;0;11;0;0;0;87;0;0;0;0;0;0;0;0;0;59;102;0;0;0;0;6;0;0;0;0;65;0;40;82;0;52;0;0;0;0;0;0;17;0;0;0;0;38;0;0;0;0;0;0;0;83;0;23;0;5;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;0;6168;780;32;5730;1041;0;6020;124;9;844;0;2803;2326;99;1515;0;1766;2519;217;1054;1352;20;1271;1573;73;308;584;0;211;462;18;0;0;186;19;4;0;0;0;21;0;0;14;0;0;21;1343;593;0;0;0;0;274;0;49;0;330;0;0;0;0;0;0;0;0;243;0;34;0;0;30;129;0;104;146;40;0;177;13;0;0;192;0;0;4;2;3;591;0;0;0;0;0;0;0;245;3;5;0;0;10;0;0;6;103;0;0;0;0;0;0;0;0;3;0;0;0;49;0;0;0;0;0;0;7;0;0;0;0;5;0;0;23;0;0;0;0;0;0;99;0;0;0;10;0;0;0;0;183;0;0;0;0;0;15;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;20;0;0;0;0;4;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;321;1144;2996;204;125;574;3329;2577;83;33;963;114;1525;824;129;683;578;486;2242;32;198;2204;0;50;425;1225;446;223;2190;147;467;67;596;2687;89;29;32;0;35;31;49;12;47;0;188;136;55;136;74;0;0;126;0;1539;0;0;0;0;15;121;86;15;165;140;0;0;25;0;0;99;0;22;248;42;30;704;0;7;0;149;2331;13;42;23;0;44;56;7;0;0;0;0;0;65;13;0;0;0;29;0;0;12;0;0;0;0;0;0;0;0;0;0;86;0;0;62;137;0;19;17;0;89;34;0;0;75;8;0;0;82;83;0;192;23;0;0;137;0;0;0;0;21;0;0;0;17;0;0;23;12;0;73;0;0;0;39;0;3;0;0;0;8;0;0;0;0;0;0;5;9;0;0;0;0;0;3;0;0;0;17;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;0;0;0;0;0;0;0;0;77;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2340;21;75;0;34;523;2279;12854;1457;28;226;82;358;4805;141;11;239;128;141;0;0;21;221;78;91;44;110;162;95;839;63;19;0;0;144;46;0;0;0;0;9;85;0;0;0;0;44;26;49;91;0;17;0;0;3207;17;0;9;30;0;23;1895;9;64;0;0;0;9;0;0;0;111;9;24;16;0;0;0;49;40;561;132;0;0;54;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;1325;0;0;38;0;44;0;0;0;0;0;0;0;0;0;45;0;0;39;0;0;0;0;74;0;19;20;0;0;972;0;0;0;0;0;0;0;0;0;0;0;11;0;5;0;0;0;0;45;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;0;1871;371;3510;19;175;7898;123;2673;0;10615;0;264;13;689;23;0;41;325;0;561;19;111;25;34;610;69;160;0;13;150;0;459;0;33;326;86;0;53;294;170;25;0;0;114;0;50;210;24;647;72;0;0;0;0;15;0;41;26;0;0;0;0;139;0;35;0;37;0;0;396;312;9;0;193;0;0;0;17;13;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;97;30;0;43;0;0;0;0;0;38;0;0;0;372;772;0;22;0;9;0;0;0;0;363;0;0;0;0;45;0;150;0;0;0;0;15;0;0;117;0;0;0;0;0;0;0;0;0;0;265;0;0;16;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;42;0;0;0;0;0;2;0;0;0;8;15;0;0;0;0;0;39;0;0;175;0;32;0;0;0;0;0;0;0;7;0;0;0;48;0;0;0;115;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
168;8;870;187;2643;775;1190;6063;71;61;145;248;478;136;79;31;109;2082;1276;624;0;1995;0;66;47;19;731;383;544;53;75;32;34;811;63;28;72;40;50;31;515;419;158;9;28;14;74;16;374;30;29;18;150;0;58;0;80;0;16;45;0;0;36;396;95;141;0;30;0;44;0;81;6;102;203;5;98;0;16;39;8;221;15;0;63;34;14;191;37;0;0;233;0;1212;0;14;0;5;0;11;0;0;1;0;0;25;0;0;0;0;0;19;0;27;0;0;191;0;0;0;257;0;74;10;0;8;0;53;0;0;0;0;12;14;0;0;394;0;18;0;5;0;14;20;26;99;0;0;0;0;0;0;0;0;0;41;0;0;8;11;347;0;0;0;0;0;0;4;0;28;0;0;74;0;0;0;0;19;34;0;144;0;0;0;0;0;0;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;8;0;0;104;0;0;6;0;0;0;0;0;0;4;0;0;0;99;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;10;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2784;31165;44;15;12;28;0;37;237;11;63;383;0;376;19;35;10;12;0;0;147;154;0;0;0;138;6;41;0;0;0;0;166;26;0;0;0;0;0;0;0;0;0;0;36;0;0;0;135;0;0;0;0;0;28;0;0;0;100;0;0;0;0;0;0;0;177;37;0;80;0;0;12;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;33;0;0;42;0;12;0;0;0;11;0;0;0;0;0;0;3;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;9;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;6;0;0;0;0;0;61;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24878;3059;65;137;16;51;890;0;1603;8;740;234;0;3031;0;0;213;6;78;0;123;122;123;41;257;25;0;71;0;312;38;18;77;0;0;37;0;0;0;0;6;0;0;0;39;4;0;0;49;0;0;0;0;17;206;0;23;4;0;0;0;2458;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;15;34;29;24;0;0;0;0;0;33;0;0;3;0;0;0;0;0;0;0;92;0;0;0;43;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;15;0;19;0;0;0;0;0;0;0;0;226;0;0;0;0;0;37;0;0;0;0;0;0;0;0;9;23;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
0;0;1954;1034;927;462;1227;2875;799;35;13;107;556;925;1007;42;350;0;221;157;110;322;168;169;60;82;89;160;443;3631;84;263;1150;469;230;119;0;16;0;70;143;131;54;23;0;114;51;0;167;50;14;29;176;0;0;0;0;0;0;0;352;0;0;339;39;1014;0;77;0;788;0;66;32;26;104;0;111;0;692;0;6;716;0;26;43;0;0;0;38;0;0;0;0;305;0;910;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;14;0;31;25;0;0;42;0;0;0;14;44;8;11;0;19;0;0;0;0;0;0;0;0;0;30;0;0;83;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;16;0;0;0;0;0;0;0;0;0;106;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6655;1208;1145;176;1815;251;574;6498;237;17;517;7349;81;646;77;379;71;404;151;310;12;3033;47;44;0;77;551;113;65;150;24;72;0;98;101;175;20;17;0;21;350;548;30;48;0;25;14;0;46;0;45;110;101;0;20;3;0;0;34;48;63;157;0;78;183;0;38;11;37;0;13;157;0;112;41;12;81;0;17;25;40;300;0;86;0;0;0;1841;27;0;0;6;0;37;0;0;0;8;0;0;0;0;0;0;0;9;0;0;0;5;3;22;0;0;0;0;110;245;129;0;80;0;0;0;0;0;0;201;0;0;0;0;22;35;14;0;0;0;0;0;0;0;17;90;0;0;0;0;12;0;0;0;27;96;0;3;0;12;39;0;61;0;0;0;0;0;0;0;0;133;0;0;22;0;0;0;4;0;70;0;14;0;0;0;0;0;0;0;0;0;2;0;0;0;13;0;0;11;0;10;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;48;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;12;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
