g_Escherichia/Shigella;g_Akkermansia;f_Oscillospiraceae;g_Vescimonas;g_Agathobacter;g_Faecalibacterium;o_Eubacteriales;g_Blautia;g_Alistipes;g_Gemmiger;g_Dialister;g_Phocaeicola;g_Ruminococcoides;g_Streptococcus;g_Romboutsia;g_Bacteroides;g_Parabacteroides;g_Dorea;g_Catenibacterium;g_Bifidobacterium;g_Collinsella;g_Faecalibacillus;g_Anaerobutyricum;p_Bacillota;f_Lachnospiraceae;g_Fusicatenibacter;g_Anaerostipes;g_Coprococcus;g_Clostridium_sensu_stricto;g_Hominimerdicola;g_Mediterraneibacter;f_Peptostreptococcaceae;g_Segatella;g_Holdemanella;g_Roseburia;g_Phascolarctobacterium;g_Enterococcus;g_Lachnospira;f_Christensenellaceae;k_Bacteria;g_Solibaculum;g_Gallintestinimicrobium;f_Eggerthellaceae;c_Clostridia;g_Odoribacter;g_Slackia;g_Oscillibacter;f_Prevotellaceae;g_Prevotellamassilia;g_Enterobacter;g_Ligilactobacillus;g_Butyrivibrio;g_Weissella;g_Fusobacterium;g_Ruthenibacterium;f_Erysipelotrichaceae;g_Haemophilus;g_Klebsiella;g_Paraprevotella;f_Muribaculaceae;g_Neglecta;g_Anaerotignum;g_Lactococcus;g_Limosilactobacillus;f_Desulfovibrionaceae;g_Barnesiella;g_Lentihominibacter;g_Ellagibacter;g_Senegalimassilia;g_Veillonella;g_Agathobaculum;g_Lactobacillus;g_Anthropogastromicrobium;g_Howardella;g_Paramuribaculum;f_Streptophyta;o_Bacteroidales;p_Bacteroidota;f_Enterobacteriaceae;p_Candidatus_Saccharibacteria;g_Turicibacter;g_Megasphaera;g_Bilophila;g_Megamonas;g_Sutterella;o_Negativibacillus;g_Desulfovibrio;g_Muribaculum;g_Leyella;g_Xylanibacter;g_Enterocloster;c_Coriobacteriia;g_Duncaniella;f_Eubacteriales_incertae_sedis_XIII;g_Succinivibrio;g_Parasutterella;g_Jutongia;g_Latilactobacillus;g_Massiliprevotella;g_Thomasclavelia;g_Ruminococcus;c_Alphaproteobacteria;g_Rothia;g_Eisenbergiella;g_Huintestinicola;g_Granulicatella;g_Peptococcus;g_Pseudomonas;g_Gemella;g_Butyricimonas;g_Mogibacterium;g_Monoglobus;g_Olsenella;g_Coprobacillus;g_Coprobacter;g_Eggerthella;g_Sphingomonas;f_Bacteroidaceae;g_Muricoprocola;g_Mitsuokella;g_Paratractidigestivibacter;g_Hallella;g_Zea;g_Ructibacterium;g_Anaeromassilibacillus;g_Tractidigestivibacter;f_Acidaminococcaceae;g_Lancefieldella;g_Novosphingobium;g_Flavonifractor;g_Holdemania;g_Lacticaseibacillus;g_Terrisporobacter;c_Mollicutes;f_Atopobiaceae;g_Acidaminococcus;g_Raoultibacter;g_Fenollaria;g_Colidextribacter;g_Hungatella;g_Mesosutterella;g_Helicobacter;g_Luoshenia;g_Duodenibacillus;g_Pyramidobacter;g_Lawsonibacter;g_Dysosmobacter;g_Lactiplantibacillus;f_Clostridiaceae_1;g_Allobaculum;g_Leuconostoc;g_Stecheria;g_Laedolimicola;g_Parolsenella;g_Pararoseburia;g_Schaalia;g_Gallibacter;g_Adlercreutzia;g_Pediococcus;g_Mediterranea;g_Flintibacter;g_Hydrotalea;g_Sellimonas;g_Victivallis;g_Chlamydia;g_Oxalobacter;g_Allisonella;g_Oribacterium;g_Suilimivivens;g_Gordonibacter;g_Butyribacter;g_Intestinimonas;f_Oxalobacteraceae;g_Thermophilibacter;g_Paeniclostridium;f_Fusobacteriaceae;g_Porphyromonas;g_Cutibacterium;g_Sodaliphilus;g_Zhenhengia;g_Kluyvera;g_Staphylococcus;g_Fumia;g_Marseilla;g_Guopingia;o_Rhodospirillales;f_Porphyromonadaceae;g_Mailhella;g_Elusimicrobium;p_Pseudomonadota;f_Sutterellaceae;g_Prevotella;g_Christensenella;g_Abiotrophia;g_Sarcina;g_Corynebacterium;g_Anaerovibrio;g_Absicoccus;g_Solobacterium;g_Cloacibacillus;g_Merdimonas;g_Methylobacterium;g_Scardovia;g_Treponema;g_Butyricicoccus;g_Faecalicatena;g_Parvimonas;g_Frisingicoccus;g_Alloscardovia;g_Massilimicrobiota;g_Hoylesella;g_Faecalitalea;g_Ezakiella;g_Citrobacter;g_Youxingia;o_Enterobacterales;g_Brucella;g_Beduinibacterium;g_Baileyella;g_Stenotrophomonas;g_Anaeroplasma;f_Puniceicoccaceae;g_Cellulosilyticum;g_Anaerotruncus;g_Cardiobacterium;g_Campylobacter;g_Pseudoflavonifractor;f_Rikenellaceae;g_Ligaoa;g_Peptostreptococcus;g_Gabonibacter;g_Peptoniphilus;g_Actinomyces;f_Treponemataceae;g_Hydrogeniiclostridium;g_Gallalistipes;f_Pasteurellaceae;o_Spirochaetales;g_Asteroleplasma;o_Erysipelotrichales;g_Eubacterium;g_Propionibacterium;g_Lysinibacillus;g_Enteroscipio;g_Hafnia;g_Anaerofilum;g_Faecalicoccus;g_Mucispirillum;g_Dielma;c_Planctomycetia;g_Fannyhessea;g_Bilifractor;g_Sphingobium;g_Proteus;f_Yersiniaceae;g_Rubneribacter;g_Zongyangia;f_Micrococcaceae;g_Comamonas;g_Companilactobacillus;g_Fibrobacter;g_Levilactobacillus;g_Turicimonas;f_Veillonellaceae;g_Harryflintia;g_Anaeroglobus;g_Pseudoramibacter;g_Lautropia;g_Cellulosimicrobium;g_Diplocloster;g_Arcobacter;g_Atopobium;f_Barnesiellaceae;g_Anaerobiospirillum;c_Negativicutes;g_Cryptobacterium;g_Anaerofustis;g_Ihubacter;g_Aeromonas;o_Lactobacillales;g_Serratia;g_Finegoldia;g_Fructilactobacillus;g_Mammaliicoccus;g_Aerococcus;g_Metaprevotella;g_Longibaculum;c_Actinobacteria;g_Cetobacterium;f_Bifidobacteriaceae;g_Criibacterium;g_Gehongia;g_Faecalibaculum;g_Longicatena;g_Rodentibacter;g_Liquorilactobacillus;Bacteria;f_Syntrophomonadaceae;g_Amedibacillus;g_Pseudescherichia;g_Catenibacillus;g_Lachnoanaerobaculum;o_Burkholderiales;g_Traorella;g_Lawsonella;g_Gulosibacter;g_Moraxella;g_Waltera;c_Opitutia;f_Lactobacillaceae;g_Massiliimalia;g_Parascardovia;g_Eikenella;f_Fibrobacteraceae;NA;f_Bacillariophyta;g_Acinetobacter;g_Facklamia;g_Brachyspira;g_Neisseria;g_Desulfocucumis;g_Negativicoccus;g_Leptotrichia;f_Actinomycetaceae;c_Bacilli;g_Cloacibacterium;g_Jeotgalicoccus;g_Subdoligranulum;f_Streptococcaceae;f_Helicobacteraceae;g_Chryseobacterium;g_Shouchella;g_Lawsonia;g_Legionella;f_Comamonadaceae;g_Methanobrevibacter;f_Selenomonadaceae;c_Betaproteobacteria;f_Coriobacteriaceae;g_Intestinibacter;g_Fretibacterium
125;661;6229;75;0;114;10511;1260;1954;42;0;690;91;521;80;2394;940;285;0;81;0;287;454;1203;1442;44;217;301;221;0;75;350;190;48;148;192;0;43;6;67;275;0;15;113;126;0;31;0;0;0;0;0;0;0;55;7;0;0;57;0;7;0;0;0;0;831;0;0;0;0;0;6;0;0;0;0;0;0;0;33;24;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;11;0;14;21;0;0;0;0;0;0;0;0;31;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
733;2542;3962;2942;1032;2036;805;567;130;200;29;252;2568;1885;251;416;173;345;106;1257;716;1125;700;712;952;520;294;1912;149;593;159;0;155;188;325;0;0;283;354;544;701;38;60;138;23;7;34;1202;5;15;19;0;0;0;7;298;141;153;59;23;15;46;90;27;7;22;21;109;185;44;0;31;57;59;0;20;150;485;0;26;16;0;29;0;0;0;215;0;0;0;0;19;0;11;0;0;0;13;0;0;12;0;53;0;0;31;0;0;37;17;26;11;0;12;0;0;44;0;33;0;0;0;0;0;0;5;705;8;115;0;7;0;32;0;0;0;128;0;0;0;0;7;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;5;0;29;0;10;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3815;10867;4625;541;395;305;11619;615;0;84;148;49;17;58;479;20;17;180;239;0;239;28;151;798;711;35;28;21;703;22;66;69;354;442;34;2;0;0;292;849;242;0;92;245;0;383;0;2;9;26;4;101;0;0;0;330;7;66;0;0;404;0;6;0;0;0;11;290;125;0;8;0;0;189;0;0;100;12;51;0;601;0;5;0;0;8;0;0;0;0;0;0;0;9;18;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;6;0;22;59;102;27;0;0;0;0;0;0;0;0;0;0;0;0;52;0;6;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;83;0;23;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;0;6602;32;5721;1041;97;6020;124;646;9;486;968;2803;2326;358;99;1515;0;1766;2514;217;1352;0;3017;1271;1573;427;0;192;536;18;0;0;308;19;0;21;0;5;518;20;0;0;0;0;0;0;0;0;274;0;0;0;330;7;0;0;0;0;0;0;34;0;0;33;129;0;146;0;177;13;0;0;0;4;5;2;0;0;0;245;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;49;19;0;0;0;0;7;0;0;5;0;0;23;0;0;0;99;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;15;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;321;3576;153;110;574;653;2577;83;1138;33;777;160;1525;824;186;118;739;578;486;2242;32;2204;2999;279;50;425;195;1944;18;467;67;596;2689;109;29;0;90;4;3298;281;0;12;76;188;136;0;120;6;0;1539;0;0;0;0;180;121;86;15;113;17;0;0;236;0;22;248;42;704;7;0;149;13;23;0;44;86;52;2;99;13;0;0;0;12;0;0;0;0;0;0;163;0;17;0;0;0;137;0;19;116;0;89;0;0;73;0;0;83;0;192;0;0;0;0;0;21;0;0;0;0;0;17;0;0;0;0;23;73;0;0;39;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;248;3;0;0;0;17;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;9;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2340;21;383;24;523;2279;12816;1457;28;0;226;54;361;4805;141;37;11;239;128;141;0;0;221;51;189;91;44;46;839;0;19;0;0;144;46;0;0;26;17;189;75;78;0;53;0;44;0;0;0;0;3207;0;17;9;30;64;23;1895;9;0;9;0;0;2297;111;9;24;16;0;49;40;561;0;54;0;10;0;0;0;61;0;0;0;0;0;9;0;0;0;0;0;44;0;0;0;0;0;0;0;0;26;0;0;0;0;39;0;0;74;0;19;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;11;0;0;0;45;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;0;4310;3022;19;175;2377;123;2670;241;0;4551;0;264;13;6064;689;23;0;41;325;0;19;5924;667;25;34;160;0;0;167;0;459;0;33;326;0;103;546;605;0;0;17;87;114;0;647;0;0;0;0;0;0;0;41;0;0;0;0;60;0;37;0;15;48;312;0;0;0;0;17;13;0;0;0;0;79;19;0;0;0;0;127;0;0;30;396;0;0;0;0;0;0;0;0;372;0;0;22;0;13;0;0;0;0;0;0;0;0;150;0;0;0;0;117;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;2;0;0;0;13;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;8;0;8;0;0;32;0;0;175;0;0;0;0;0;0;0;0;32;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;33;0;0;0;26;0;0;13;0;0;0;0;0;0;13;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
168;8;3167;2387;775;1190;5714;71;61;120;145;89;1548;136;79;150;31;109;2082;1276;624;0;0;1250;869;47;19;487;53;75;32;126;811;63;28;72;50;47;221;545;259;0;187;107;14;74;29;124;46;0;58;81;0;0;16;1458;0;0;36;0;30;0;44;0;81;6;46;203;98;16;39;8;15;63;34;14;236;98;0;10;14;5;0;0;1;0;0;0;0;0;0;105;0;16;0;0;0;0;0;0;0;0;74;0;0;0;53;0;0;12;14;0;18;0;5;0;14;9;0;26;9;0;0;0;0;82;0;0;0;0;0;0;49;11;352;0;27;0;0;0;0;0;0;8;0;0;25;0;0;0;19;493;0;144;0;0;0;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;107;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;10;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2784;31165;306;12;28;0;18;237;11;0;105;108;0;376;19;275;35;10;12;0;0;147;0;31;216;0;138;0;0;0;0;166;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;100;9;0;0;0;0;0;0;80;0;0;12;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;0;0;0;0;11;0;0;0;0;0;0;3;38;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24878;3059;132;16;51;890;8;1603;8;137;740;110;108;3031;0;124;0;213;6;78;0;123;123;0;118;257;25;0;312;23;28;77;0;0;37;0;0;0;0;0;54;41;0;0;4;0;0;0;0;60;206;0;0;4;0;0;0;2458;0;0;3;12;0;37;0;0;15;0;0;34;29;24;0;0;0;33;0;0;0;20;0;92;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;226;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;23;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
0;0;2585;851;462;1227;3406;799;35;498;13;31;690;925;1007;76;42;350;0;221;157;110;168;614;451;60;82;407;3631;42;263;1904;469;230;119;0;0;70;29;341;0;38;54;12;114;51;0;214;0;0;0;51;0;0;0;644;352;0;0;0;77;0;788;0;66;32;26;104;111;692;0;6;0;43;0;0;39;0;0;36;910;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;31;0;0;42;0;0;44;8;11;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;14;0;0;0;0;264;0;0;0;0;22;14;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6662;1208;5044;1498;251;574;3207;237;17;138;522;1715;195;646;77;5632;379;71;404;151;310;12;47;4312;338;0;23;45;150;0;72;0;98;101;175;20;0;21;308;358;116;20;30;110;25;14;45;104;38;0;20;0;3;0;34;163;63;157;0;183;11;37;0;13;23;0;13;41;81;17;25;40;0;0;0;0;780;1061;0;0;0;8;0;0;0;0;134;0;73;0;38;11;0;49;0;0;0;245;129;0;24;0;0;0;0;0;201;0;0;22;35;0;0;0;0;0;17;2;0;0;0;0;0;0;0;0;0;0;27;96;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;14;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;20;0;0;0;0;0;0;0;0;0;0;48;15;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1511;38;330;674;1395;1673;2241;381;0;2236;3463;132;0;10634;245;266;0;23;147;118;130;123;3671;437;449;716;0;11;818;0;0;290;1849;196;0;239;0;892;0;51;0;394;646;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;52;0;0;0;0;0;0;0;9;85;2;0;0;0;0;2;0;2;0;0;3;114;0;0;0;0;0;0;0;0;0;0;32;0;98;0;0;0;19;164;0;0;0;23;0;0;0;0;704;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;10;207;0;1004;571;3;254;38;65;0;14898;4418;16;929;2552;626;105;0;175;0;88;23;4;1045;62;93;68;29;261;683;0;19;0;666;2246;0;5092;0;0;0;0;0;0;0;0;0;0;0;535;0;0;2;0;0;0;67;0;0;0;0;33;10;0;0;0;0;0;0;0;93;0;132;0;0;0;0;0;84;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;74;2223;69;111;5640;252;473;287;2174;1678;181;576;352;2562;103;54;378;15;1873;53;1243;210;162;497;93;157;331;27;0;0;0;7324;642;0;0;0;19;0;65;923;100;47;32;0;59;0;56;13;54;800;0;0;0;16;0;7;506;0;11;29;22;0;39;412;35;251;0;111;12;0;34;0;0;0;220;115;38;150;174;14;38;0;0;0;0;0;0;0;0;0;0;0;0;26;4;0;0;0;0;108;0;0;0;0;0;0;0;38;0;0;0;0;0;3;0;18;31;0;0;0;0;24;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
