g_Escherichia/Shigella;g_Akkermansia;f_Oscillospiraceae;g_Vescimonas;g_Agathobacter;g_Faecalibacterium;o_Eubacteriales;g_Blautia;g_Alistipes;g_Gemmiger;g_Dialister;g_Phocaeicola;g_Ruminococcoides;g_Streptococcus;g_Romboutsia;g_Bacteroides;g_Parabacteroides;g_Dorea;g_Catenibacterium;g_Bifidobacterium;g_Collinsella;g_Faecalibacillus;g_Anaerobutyricum;p_Bacillota;f_Lachnospiraceae;g_Fusicatenibacter;g_Anaerostipes;g_Coprococcus;g_Clostridium_sensu_stricto;g_Hominimerdicola;g_Mediterraneibacter;f_Peptostreptococcaceae;g_Segatella;g_Holdemanella;g_Roseburia;g_Phascolarctobacterium;g_Enterococcus;g_Lachnospira;f_Christensenellaceae;k_Bacteria;g_Solibaculum;g_Gallintestinimicrobium;f_Eggerthellaceae;c_Clostridia;g_Odoribacter;g_Slackia;g_Oscillibacter;f_Prevotellaceae;g_Prevotellamassilia;g_Enterobacter;g_Ligilactobacillus;g_Butyrivibrio;g_Weissella;g_Fusobacterium;g_Ruthenibacterium;f_Erysipelotrichaceae;g_Haemophilus;g_Klebsiella;g_Paraprevotella;f_Muribaculaceae;g_Neglecta;g_Anaerotignum;g_Lactococcus;g_Limosilactobacillus;f_Desulfovibrionaceae;g_Barnesiella;g_Lentihominibacter;g_Ellagibacter;g_Senegalimassilia;g_Veillonella;g_Agathobaculum;g_Lactobacillus;g_Anthropogastromicrobium;g_Howardella;g_Paramuribaculum;f_Streptophyta;o_Bacteroidales;p_Bacteroidota;f_Enterobacteriaceae;p_Candidatus_Saccharibacteria;g_Turicibacter;g_Megasphaera;g_Bilophila;g_Megamonas;g_Sutterella;o_Negativibacillus;g_Desulfovibrio;g_Muribaculum;g_Leyella;g_Xylanibacter;g_Enterocloster;c_Coriobacteriia;g_Duncaniella;f_Eubacteriales_incertae_sedis_XIII;g_Succinivibrio;g_Parasutterella;g_Jutongia;g_Latilactobacillus;g_Massiliprevotella;g_Thomasclavelia;g_Ruminococcus;c_Alphaproteobacteria;g_Rothia;g_Eisenbergiella;g_Huintestinicola;g_Granulicatella;g_Peptococcus;g_Pseudomonas;g_Gemella;g_Butyricimonas;g_Mogibacterium;g_Monoglobus;g_Olsenella;g_Coprobacillus;g_Coprobacter;g_Eggerthella;g_Sphingomonas;f_Bacteroidaceae;g_Muricoprocola;g_Mitsuokella;g_Paratractidigestivibacter;g_Hallella;g_Zea;g_Ructibacterium;g_Anaeromassilibacillus;g_Tractidigestivibacter;f_Acidaminococcaceae;g_Lancefieldella;g_Novosphingobium;g_Flavonifractor;g_Holdemania;g_Lacticaseibacillus;g_Terrisporobacter;c_Mollicutes;f_Atopobiaceae;g_Acidaminococcus;g_Raoultibacter;g_Fenollaria;g_Colidextribacter;g_Hungatella;g_Mesosutterella;g_Helicobacter;g_Luoshenia;g_Duodenibacillus;g_Pyramidobacter;g_Lawsonibacter;g_Dysosmobacter;g_Lactiplantibacillus;f_Clostridiaceae_1;g_Allobaculum;g_Leuconostoc;g_Stecheria;g_Laedolimicola;g_Parolsenella;g_Pararoseburia;g_Schaalia;g_Gallibacter;g_Adlercreutzia;g_Pediococcus;g_Mediterranea;g_Flintibacter;g_Hydrotalea;g_Sellimonas;g_Victivallis;g_Chlamydia;g_Oxalobacter;g_Allisonella;g_Oribacterium;g_Suilimivivens;g_Gordonibacter;g_Butyribacter;g_Intestinimonas;f_Oxalobacteraceae;g_Thermophilibacter;g_Paeniclostridium;f_Fusobacteriaceae;g_Porphyromonas;g_Cutibacterium;g_Sodaliphilus;g_Zhenhengia;g_Kluyvera;g_Staphylococcus;g_Fumia;g_Marseilla;g_Guopingia;o_Rhodospirillales;f_Porphyromonadaceae;g_Mailhella;g_Elusimicrobium;p_Pseudomonadota;f_Sutterellaceae;g_Prevotella;g_Christensenella;g_Abiotrophia;g_Sarcina;g_Corynebacterium;g_Anaerovibrio;g_Absicoccus;g_Solobacterium;g_Cloacibacillus;g_Merdimonas;g_Methylobacterium;g_Scardovia;g_Treponema;g_Butyricicoccus;g_Faecalicatena;g_Parvimonas;g_Frisingicoccus;g_Alloscardovia;g_Massilimicrobiota;g_Hoylesella;g_Faecalitalea;g_Ezakiella;g_Citrobacter;g_Youxingia;o_Enterobacterales;g_Brucella;g_Beduinibacterium;g_Baileyella;g_Stenotrophomonas;g_Anaeroplasma;f_Puniceicoccaceae;g_Cellulosilyticum;g_Anaerotruncus;g_Cardiobacterium;g_Campylobacter;g_Pseudoflavonifractor;f_Rikenellaceae;g_Ligaoa;g_Peptostreptococcus;g_Gabonibacter;g_Peptoniphilus;g_Actinomyces;f_Treponemataceae;g_Hydrogeniiclostridium;g_Gallalistipes;f_Pasteurellaceae;o_Spirochaetales;g_Asteroleplasma;o_Erysipelotrichales;g_Eubacterium;g_Propionibacterium;g_Lysinibacillus;g_Enteroscipio;g_Hafnia;g_Anaerofilum;g_Faecalicoccus;g_Mucispirillum;g_Dielma;c_Planctomycetia;g_Fannyhessea;g_Bilifractor;g_Sphingobium;g_Proteus;f_Yersiniaceae;g_Rubneribacter;g_Zongyangia;f_Micrococcaceae;g_Comamonas;g_Companilactobacillus;g_Fibrobacter;g_Levilactobacillus;g_Turicimonas;f_Veillonellaceae;g_Harryflintia;g_Anaeroglobus;g_Pseudoramibacter;g_Lautropia;g_Cellulosimicrobium;g_Diplocloster;g_Arcobacter;g_Atopobium;f_Barnesiellaceae;g_Anaerobiospirillum;c_Negativicutes;g_Cryptobacterium;g_Anaerofustis;g_Ihubacter;g_Aeromonas;o_Lactobacillales;g_Serratia;g_Finegoldia;g_Fructilactobacillus;g_Mammaliicoccus;g_Aerococcus;g_Metaprevotella;g_Longibaculum;c_Actinobacteria;g_Cetobacterium;f_Bifidobacteriaceae;g_Criibacterium;g_Gehongia;g_Faecalibaculum;g_Longicatena;g_Rodentibacter;g_Liquorilactobacillus;Bacteria;f_Syntrophomonadaceae;g_Amedibacillus;g_Pseudescherichia;g_Catenibacillus;g_Lachnoanaerobaculum;o_Burkholderiales;g_Traorella;g_Lawsonella;g_Gulosibacter;g_Moraxella;g_Waltera;c_Opitutia;f_Lactobacillaceae;g_Massiliimalia;g_Parascardovia;g_Eikenella;f_Fibrobacteraceae;NA;f_Bacillariophyta;g_Acinetobacter;g_Facklamia;g_Brachyspira;g_Neisseria;g_Desulfocucumis;g_Negativicoccus;g_Leptotrichia;f_Actinomycetaceae;c_Bacilli;g_Cloacibacterium;g_Jeotgalicoccus;g_Subdoligranulum;f_Streptococcaceae;f_Helicobacteraceae;g_Chryseobacterium;g_Shouchella;g_Lawsonia;g_Legionella;f_Comamonadaceae;g_Methanobrevibacter;f_Selenomonadaceae;c_Betaproteobacteria;f_Coriobacteriaceae;g_Intestinibacter;g_Fretibacterium
111;980;1669;328;0;2707;143;297;1748;126;13;4344;1079;49;0;13213;1345;25;0;5;0;0;0;325;932;0;0;0;4;30;17;8;51;0;34;0;0;40;4;84;76;0;0;31;260;0;41;881;0;0;0;7;0;0;7;0;0;0;1084;0;0;90;3;0;4;545;0;0;21;17;24;0;0;0;0;0;193;5;0;0;0;0;48;0;0;0;0;0;0;0;285;0;0;13;0;269;0;0;0;10;61;0;0;12;0;0;0;0;0;139;0;0;0;0;25;0;0;16;0;0;0;0;0;0;0;0;178;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;90;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;15;0;0;0;0;0;0;0;0;10;12;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
390;21;13588;6193;195;1138;1738;904;122;98;1203;198;1682;79;198;289;126;397;752;286;0;0;174;854;1762;63;180;2252;37;28;550;0;51;214;111;180;0;307;1615;619;537;26;36;639;11;48;125;35;0;0;0;0;0;0;27;163;4;0;2;0;55;101;0;0;2;43;11;64;72;0;42;0;13;59;55;0;0;120;0;0;0;0;19;0;0;0;266;28;0;0;0;0;0;74;0;0;0;0;0;0;37;0;0;0;41;24;0;0;4;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;7;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5384;4950;8189;3333;171;990;10573;350;150;0;253;303;514;34;124;638;255;132;48;83;129;5;79;964;467;31;66;139;191;0;170;27;87;42;423;0;0;87;42;215;81;46;17;483;5;128;33;596;0;0;0;0;0;21;167;71;0;0;0;57;31;16;0;0;0;7;25;46;102;0;31;6;11;0;0;47;109;0;60;0;0;337;0;0;0;0;47;0;117;0;0;0;0;0;0;0;16;0;0;0;68;0;69;0;18;0;35;0;0;0;0;0;0;7;0;0;0;0;0;0;20;0;10;839;0;0;0;0;0;0;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;22;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;49;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15156;1347;2342;1283;29;324;9003;378;957;323;1051;2177;20;31;14;817;177;162;0;0;83;37;314;1373;457;28;45;176;14;0;76;0;31;27;118;0;0;0;321;1531;881;9;0;596;0;18;9;0;0;0;0;0;0;0;38;612;17;0;205;0;12;0;0;0;0;28;15;0;222;4;0;0;0;28;0;0;91;0;0;2;0;0;0;0;0;6;0;0;0;0;0;14;0;15;0;0;0;0;0;0;0;0;6;0;0;0;23;0;0;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10663;49;12685;0;0;646;218;1834;241;447;110;767;1315;1288;103;587;0;398;0;194;0;0;322;143;924;73;230;191;278;2835;359;3361;0;0;376;0;0;398;0;192;0;149;0;0;83;0;0;0;0;0;0;0;0;0;31;6;2;0;24;0;6;5;13;0;0;0;26;0;0;13;33;2;43;0;0;220;0;0;28;65;4;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;96;230;0;0;0;0;0;0;0;26;13;0;0;0;0;0;46;2;0;0;0;0;0;0;0;16;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;9;0;2;0;0;0;13;0;0;0;0;0;0;0;0;56;0;0;0;0;0;6;69;0;0;0;0;0;0;15;23;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
682;38;481;145;311;769;494;5136;78;182;52;1109;394;10413;1247;647;100;746;209;446;980;68;338;212;3081;331;164;101;1637;37;216;768;264;248;69;106;171;81;0;329;315;32;33;10;0;11;19;218;13;574;360;6;0;5;8;183;165;74;197;102;0;62;0;190;0;19;16;10;32;17;16;718;14;26;0;0;130;227;30;114;310;5;0;0;58;0;26;0;0;0;0;30;0;0;0;0;42;0;0;80;15;0;23;0;0;91;0;0;87;11;0;0;0;0;0;0;73;19;0;0;0;0;0;0;0;9;0;165;151;0;0;19;33;0;0;0;0;0;0;0;0;17;0;0;0;0;8;0;0;6;0;0;0;0;0;174;0;0;0;0;0;0;0;0;5;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
1707;1626;3355;88;4435;2232;615;1357;899;818;1693;3987;48;431;451;2790;386;389;0;469;44;349;833;1471;2629;514;308;441;3535;17;240;878;0;81;643;0;0;94;0;1918;0;70;0;144;226;0;0;0;0;0;0;0;0;0;41;7;18;0;133;0;11;0;0;0;0;539;31;0;0;131;206;3;0;18;0;5;2;4;0;37;67;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;8;0;0;11;56;0;0;0;0;0;51;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;41;0;184;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;12;0;0;0;6;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;88;1070;210;0;6959;723;918;199;720;8;188;391;1953;0;225;101;759;242;477;0;44;241;266;1323;58;66;270;64;9;31;85;860;32;783;3141;10;2862;138;82;120;29;0;110;32;27;0;37;3;7089;1436;0;1761;0;0;159;343;15;30;0;11;0;22;248;0;47;0;0;268;1927;0;14;27;13;0;97;16;4;1087;10;3;106;153;0;36;15;148;0;0;0;0;7;0;28;0;7;0;241;0;0;20;0;11;0;0;0;3;0;0;25;0;0;0;0;0;0;7;0;0;0;0;0;15;0;0;15;0;0;0;0;9;112;0;0;0;0;0;0;42;0;0;0;16;0;0;0;0;0;0;0;10;0;0;12;0;0;0;0;0;0;0;6;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;385;4381;156;187;986;144;242;2545;109;260;1375;1336;312;0;1141;1179;40;48;20;15;0;26;137;1859;18;45;115;0;853;26;0;5050;43;162;1064;0;36;131;745;0;103;0;0;589;0;146;0;0;0;0;0;11;0;0;10;885;0;64;0;0;86;0;80;98;103;13;0;17;180;0;36;26;0;0;93;1740;0;0;0;0;0;7;0;207;0;0;0;966;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;12;592;0;0;0;0;9;0;0;970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;18;4398;567;204;2927;1944;1018;291;141;422;498;4070;0;110;2064;445;468;0;6;31;982;261;1880;2737;35;162;449;137;0;208;45;1221;12;38;0;0;825;75;1016;70;71;159;76;51;0;28;557;24;0;40;41;0;0;10;205;0;0;48;9;19;38;0;10;193;8;56;148;70;0;43;32;162;62;0;0;254;1884;0;81;0;0;52;0;0;36;0;0;116;0;0;18;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;0;34;41;0;0;16;0;0;3;0;0;0;34;0;0;0;0;0;0;0;0;11;0;0;0;47;0;0;10;0;24;0;0;0;0;148;0;0;13;0;0;7;0;0;0;0;0;0;0;0;0;0;7;0;0;4;0;0;0;0;70;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;11;0;0;0;0;0;0;0;0;4;0;0;3;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;2490;4847;4650;2975;2191;1629;1075;4150;11;0;714;1762;3383;52;1620;433;301;0;2653;630;304;294;31;1181;182;294;534;41;51;369;12;60;0;188;99;0;216;309;205;338;225;21;369;43;145;0;0;0;0;8;0;0;0;201;13;11;0;0;26;35;10;0;0;0;342;75;43;125;65;0;5;182;0;0;0;6;0;0;0;7;0;10;0;54;9;0;34;0;0;0;31;20;14;0;0;138;0;0;115;19;0;30;65;0;24;0;0;5;35;0;0;0;32;34;0;8;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;135;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;16;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;314;2281;460;180;403;450;31;186;169;312;241;991;656;295;376;460;0;0;0;0;0;0;745;4756;0;0;16;29;0;11;0;10066;0;95;0;0;653;119;2157;0;123;0;35;167;0;159;5513;0;0;0;242;0;0;0;0;806;62;33;51;0;110;0;0;7;0;0;0;0;0;19;0;0;0;0;0;725;0;0;0;0;0;0;0;0;0;79;0;3;0;0;0;0;19;0;257;309;0;403;0;77;0;11;0;0;11;0;0;0;50;0;0;0;0;0;0;0;262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;10;0;0;15;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;14;0;0;0;0;0;199;0;0;0;0;0;0;0;2;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;9528;3437;641;3437;1441;662;1015;948;205;0;423;1769;1740;0;447;56;608;1289;29;908;0;129;50;3167;92;364;261;25;3228;425;0;0;469;668;0;0;131;64;47;0;1454;0;44;0;132;0;0;0;0;0;0;62;9;42;0;0;0;0;0;44;533;21;0;0;0;8;39;0;38;87;2;179;99;0;0;6;0;35;0;0;0;0;0;0;24;0;0;0;0;10;0;0;31;0;0;0;0;0;41;0;0;70;20;0;26;0;0;13;6;0;311;0;0;17;0;0;0;16;0;0;0;0;0;0;0;260;19;0;0;18;0;0;0;0;0;33;0;0;0;0;0;0;0;0;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8922;36;1839;597;1014;4846;155;516;252;417;96;378;1581;1406;271;333;101;634;9;1435;0;311;116;1021;1242;319;96;806;33;49;456;190;1008;16;165;6;0;64;14;324;466;35;0;145;50;170;56;90;16;0;1768;0;29;0;9;0;5;0;14;46;32;0;238;110;0;0;92;0;0;0;53;40;58;0;0;0;152;73;5;160;15;225;5;0;17;0;0;0;23;0;0;62;5;7;0;0;44;0;0;0;33;0;12;0;0;15;0;0;0;17;0;0;24;0;0;0;0;38;0;0;0;0;0;0;0;57;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;4;0;0;0;0;0;25;0;0;0;0;0;5;0;0;0;0;0;0;10;0;0;20;0;0;0;0;0;8;0;0;0;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
221;3431;3410;116;15;3505;365;272;5740;327;614;2205;83;90;0;3154;1612;143;0;0;0;41;34;547;2534;7;303;150;0;186;176;0;622;0;71;0;0;1399;907;607;21;12;671;181;215;0;0;94;0;0;2;0;0;0;51;21;0;0;0;0;10;111;4;0;0;1315;0;0;0;0;60;4;6;0;0;0;0;0;0;5;0;0;121;0;23;84;17;0;0;0;0;0;0;66;0;0;27;0;0;0;77;0;0;0;0;0;0;0;0;67;0;11;0;0;66;11;0;3;16;0;0;0;0;0;2;0;0;0;0;0;12;0;0;0;0;0;0;0;0;9;10;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
